"","hp_ump_name","park","ParkGms","TotalParkRuns","TotalGames","TotalRuns","TotRunsGm","ParkRunsGm","ParkDiff"
"813","Dan Iassogna","CHI11",11,85,196,1519,7.75,7.73,-0.0199999999999996
"814","Dan Iassogna","CHI12",7,75,196,1519,7.75,10.71,2.96
"815","Dan Iassogna","CIN09",5,29,196,1519,7.75,5.8,-1.95
"816","Dan Iassogna","CLE08",7,60,196,1519,7.75,8.57,0.82
"817","Dan Iassogna","DEN02",6,57,196,1519,7.75,9.5,1.75
"818","Dan Iassogna","DET05",7,80,196,1519,7.75,11.43,3.68
"819","Dan Iassogna","HOU03",4,27,196,1519,7.75,6.75,-1
"820","Dan Iassogna","KAN06",4,26,196,1519,7.75,6.5,-1.25
"821","Dan Iassogna","LOS03",9,65,196,1519,7.75,7.22,-0.53
"822","Dan Iassogna","MIA01",4,25,196,1519,7.75,6.25,-1.5
"823","Dan Iassogna","MIA02",4,31,196,1519,7.75,7.75,0
"824","Dan Iassogna","MIL06",10,71,196,1519,7.75,7.1,-0.65
"825","Dan Iassogna","MIN04",3,36,196,1519,7.75,12,4.25
"826","Dan Iassogna","NYC20",5,17,196,1519,7.75,3.4,-4.35
"827","Dan Iassogna","NYC21",7,63,196,1519,7.75,9,1.25
"828","Dan Iassogna","OAK01",3,15,196,1519,7.75,5,-2.75
"829","Dan Iassogna","PHI13",9,81,196,1519,7.75,9,1.25
"830","Dan Iassogna","PHO01",8,59,196,1519,7.75,7.38,-0.37
"831","Dan Iassogna","PIT08",5,37,196,1519,7.75,7.4,-0.35
"832","Dan Iassogna","SAN02",4,27,196,1519,7.75,6.75,-1
"833","Dan Iassogna","SEA03",8,59,196,1519,7.75,7.38,-0.37
"834","Dan Iassogna","SFO03",9,71,196,1519,7.75,7.89,0.14
"835","Dan Iassogna","STL10",5,29,196,1519,7.75,5.8,-1.95
"836","Dan Iassogna","STP01",6,45,196,1519,7.75,7.5,-0.25
"837","Dan Iassogna","TOR02",7,59,196,1519,7.75,8.43,0.68
"838","Dan Iassogna","WAS11",7,50,196,1519,7.75,7.14,-0.61
"839","Dana DeMuth","ANA01",6,52,173,1535,8.87,8.67,-0.199999999999999
"840","Dana DeMuth","ARL02",6,60,173,1535,8.87,10,1.13
"841","Dana DeMuth","ATL02",7,66,173,1535,8.87,9.43,0.56
"842","Dana DeMuth","BAL12",6,58,173,1535,8.87,9.67,0.800000000000001
"843","Dana DeMuth","BOS07",5,38,173,1535,8.87,7.6,-1.27
"844","Dana DeMuth","CHI11",6,40,173,1535,8.87,6.67,-2.2
"845","Dana DeMuth","CHI12",4,41,173,1535,8.87,10.25,1.38
"846","Dana DeMuth","CIN09",4,38,173,1535,8.87,9.5,0.630000000000001
"847","Dana DeMuth","CLE08",5,34,173,1535,8.87,6.8,-2.07
"848","Dana DeMuth","DEN02",7,70,173,1535,8.87,10,1.13
"849","Dana DeMuth","DET05",4,54,173,1535,8.87,13.5,4.63
"850","Dana DeMuth","HOU03",8,79,173,1535,8.87,9.88,1.01
"851","Dana DeMuth","KAN06",9,75,173,1535,8.87,8.33,-0.539999999999999
"852","Dana DeMuth","LOS03",7,49,173,1535,8.87,7,-1.87
"853","Dana DeMuth","MIA01",4,44,173,1535,8.87,11,2.13
"854","Dana DeMuth","MIA02",4,38,173,1535,8.87,9.5,0.630000000000001
"855","Dana DeMuth","MIL06",2,15,173,1535,8.87,7.5,-1.37
"856","Dana DeMuth","MIN04",6,62,173,1535,8.87,10.33,1.46
"857","Dana DeMuth","NYC20",7,52,173,1535,8.87,7.43,-1.44
"858","Dana DeMuth","NYC21",6,50,173,1535,8.87,8.33,-0.539999999999999
"859","Dana DeMuth","OAK01",8,54,173,1535,8.87,6.75,-2.12
"860","Dana DeMuth","PHI13",2,14,173,1535,8.87,7,-1.87
"861","Dana DeMuth","PHO01",7,64,173,1535,8.87,9.14,0.270000000000001
"862","Dana DeMuth","PIT08",4,36,173,1535,8.87,9,0.130000000000001
"863","Dana DeMuth","SAN02",8,83,173,1535,8.87,10.38,1.51
"864","Dana DeMuth","SEA03",6,49,173,1535,8.87,8.17,-0.699999999999999
"865","Dana DeMuth","SFO03",6,41,173,1535,8.87,6.83,-2.04
"866","Dana DeMuth","STL10",3,28,173,1535,8.87,9.33,0.460000000000001
"867","Dana DeMuth","STP01",7,69,173,1535,8.87,9.86,0.99
"868","Dana DeMuth","TOR02",5,39,173,1535,8.87,7.8,-1.07
"869","Dana DeMuth","WAS11",4,43,173,1535,8.87,10.75,1.88
"870","David Rackley","ANA01",3,27,91,745,8.19,9,0.81
"871","David Rackley","ARL02",4,36,91,745,8.19,9,0.81
"872","David Rackley","ATL02",5,40,91,745,8.19,8,-0.19
"873","David Rackley","BAL12",3,17,91,745,8.19,5.67,-2.52
"874","David Rackley","BOS07",3,30,91,745,8.19,10,1.81
"875","David Rackley","CHI11",1,6,91,745,8.19,6,-2.19
"876","David Rackley","CHI12",1,9,91,745,8.19,9,0.81
"877","David Rackley","CIN09",1,13,91,745,8.19,13,4.81
"878","David Rackley","CLE08",5,49,91,745,8.19,9.8,1.61
"879","David Rackley","DEN02",2,21,91,745,8.19,10.5,2.31
"880","David Rackley","DET05",2,16,91,745,8.19,8,-0.19
"881","David Rackley","HOU03",8,62,91,745,8.19,7.75,-0.44
"882","David Rackley","KAN06",2,13,91,745,8.19,6.5,-1.69
"883","David Rackley","LOS03",4,29,91,745,8.19,7.25,-0.94
"884","David Rackley","MIA01",1,12,91,745,8.19,12,3.81
"885","David Rackley","MIA02",2,20,91,745,8.19,10,1.81
"886","David Rackley","MIL06",3,28,91,745,8.19,9.33,1.14
"887","David Rackley","MIN04",4,47,91,745,8.19,11.75,3.56
"888","David Rackley","NYC20",3,19,91,745,8.19,6.33,-1.86
"889","David Rackley","NYC21",3,38,91,745,8.19,12.67,4.48
"890","David Rackley","OAK01",1,3,91,745,8.19,3,-5.19
"891","David Rackley","PHI13",4,32,91,745,8.19,8,-0.19
"892","David Rackley","PIT08",6,26,91,745,8.19,4.33,-3.86
"893","David Rackley","SAN02",3,29,91,745,8.19,9.67,1.48
"894","David Rackley","SEA03",1,6,91,745,8.19,6,-2.19
"895","David Rackley","SFO03",1,7,91,745,8.19,7,-1.19
"896","David Rackley","STL10",4,20,91,745,8.19,5,-3.19
"897","David Rackley","STP01",4,28,91,745,8.19,7,-1.19
"898","David Rackley","TOR02",4,42,91,745,8.19,10.5,2.31
"899","David Rackley","WAS11",3,20,91,745,8.19,6.67,-1.52
"900","Derryl Cousins","ANA01",5,36,97,846,8.72,7.2,-1.52
"901","Derryl Cousins","ARL02",3,34,97,846,8.72,11.33,2.61
"902","Derryl Cousins","ATL02",4,51,97,846,8.72,12.75,4.03
"903","Derryl Cousins","BAL12",1,6,97,846,8.72,6,-2.72
"904","Derryl Cousins","BOS07",1,12,97,846,8.72,12,3.28
"905","Derryl Cousins","CHI11",2,11,97,846,8.72,5.5,-3.22
"906","Derryl Cousins","CHI12",5,35,97,846,8.72,7,-1.72
"907","Derryl Cousins","CIN09",3,28,97,846,8.72,9.33,0.609999999999999
"908","Derryl Cousins","CLE08",4,24,97,846,8.72,6,-2.72
"909","Derryl Cousins","DEN02",2,15,97,846,8.72,7.5,-1.22
"910","Derryl Cousins","DET05",4,34,97,846,8.72,8.5,-0.220000000000001
"911","Derryl Cousins","HOU03",6,52,97,846,8.72,8.67,-0.0500000000000007
"912","Derryl Cousins","KAN06",2,32,97,846,8.72,16,7.28
"913","Derryl Cousins","LOS03",6,38,97,846,8.72,6.33,-2.39
"914","Derryl Cousins","MIL06",2,24,97,846,8.72,12,3.28
"915","Derryl Cousins","MIN04",2,21,97,846,8.72,10.5,1.78
"916","Derryl Cousins","NYC20",3,33,97,846,8.72,11,2.28
"917","Derryl Cousins","NYC21",3,31,97,846,8.72,10.33,1.61
"918","Derryl Cousins","OAK01",3,23,97,846,8.72,7.67,-1.05
"919","Derryl Cousins","PHI13",8,63,97,846,8.72,7.88,-0.840000000000001
"920","Derryl Cousins","PHO01",3,37,97,846,8.72,12.33,3.61
"921","Derryl Cousins","PIT08",3,30,97,846,8.72,10,1.28
"922","Derryl Cousins","SAN02",3,31,97,846,8.72,10.33,1.61
"923","Derryl Cousins","SEA03",3,24,97,846,8.72,8,-0.720000000000001
"924","Derryl Cousins","SFO03",2,15,97,846,8.72,7.5,-1.22
"925","Derryl Cousins","STL10",5,38,97,846,8.72,7.6,-1.12
"926","Derryl Cousins","STP01",3,26,97,846,8.72,8.67,-0.0500000000000007
"927","Derryl Cousins","TOR02",4,39,97,846,8.72,9.75,1.03
"928","Derryl Cousins","WAS11",2,3,97,846,8.72,1.5,-7.22
"929","Doug Eddings","ANA01",5,32,194,1518,7.82,6.4,-1.42
"930","Doug Eddings","ARL02",9,91,194,1518,7.82,10.11,2.29
"931","Doug Eddings","ATL02",6,28,194,1518,7.82,4.67,-3.15
"932","Doug Eddings","BAL12",4,37,194,1518,7.82,9.25,1.43
"933","Doug Eddings","BOS07",11,120,194,1518,7.82,10.91,3.09
"934","Doug Eddings","CHI11",5,33,194,1518,7.82,6.6,-1.22
"935","Doug Eddings","CHI12",6,37,194,1518,7.82,6.17,-1.65
"936","Doug Eddings","CIN09",5,31,194,1518,7.82,6.2,-1.62
"937","Doug Eddings","CLE08",9,65,194,1518,7.82,7.22,-0.600000000000001
"938","Doug Eddings","DEN02",7,69,194,1518,7.82,9.86,2.04
"939","Doug Eddings","DET05",2,13,194,1518,7.82,6.5,-1.32
"940","Doug Eddings","HOU03",4,32,194,1518,7.82,8,0.18
"941","Doug Eddings","KAN06",6,55,194,1518,7.82,9.17,1.35
"942","Doug Eddings","LOS03",7,54,194,1518,7.82,7.71,-0.11
"943","Doug Eddings","MIA01",5,43,194,1518,7.82,8.6,0.779999999999999
"944","Doug Eddings","MIA02",3,21,194,1518,7.82,7,-0.82
"945","Doug Eddings","MIL06",5,52,194,1518,7.82,10.4,2.58
"946","Doug Eddings","MIN04",9,65,194,1518,7.82,7.22,-0.600000000000001
"947","Doug Eddings","NYC20",8,73,194,1518,7.82,9.12,1.3
"948","Doug Eddings","NYC21",7,67,194,1518,7.82,9.57,1.75
"949","Doug Eddings","OAK01",5,38,194,1518,7.82,7.6,-0.220000000000001
"950","Doug Eddings","PHI13",6,45,194,1518,7.82,7.5,-0.32
"951","Doug Eddings","PHO01",5,34,194,1518,7.82,6.8,-1.02
"952","Doug Eddings","PIT08",4,22,194,1518,7.82,5.5,-2.32
"953","Doug Eddings","SAN02",9,63,194,1518,7.82,7,-0.82
"954","Doug Eddings","SEA03",13,74,194,1518,7.82,5.69,-2.13
"955","Doug Eddings","SFO03",11,77,194,1518,7.82,7,-0.82
"956","Doug Eddings","STL10",4,27,194,1518,7.82,6.75,-1.07
"957","Doug Eddings","STP01",4,34,194,1518,7.82,8.5,0.68
"958","Doug Eddings","TOR02",5,59,194,1518,7.82,11.8,3.98
"959","Doug Eddings","WAS11",5,27,194,1518,7.82,5.4,-2.42
"960","Ed Hickox","ANA01",5,37,180,1503,8.35,7.4,-0.949999999999999
"961","Ed Hickox","ARL02",7,73,180,1503,8.35,10.43,2.08
"962","Ed Hickox","ATL02",4,57,180,1503,8.35,14.25,5.9
"963","Ed Hickox","BAL12",5,37,180,1503,8.35,7.4,-0.949999999999999
"964","Ed Hickox","BOS07",4,40,180,1503,8.35,10,1.65
"965","Ed Hickox","CHI11",5,61,180,1503,8.35,12.2,3.85
"966","Ed Hickox","CHI12",8,54,180,1503,8.35,6.75,-1.6
"967","Ed Hickox","CIN09",6,63,180,1503,8.35,10.5,2.15
"968","Ed Hickox","CLE08",7,55,180,1503,8.35,7.86,-0.489999999999999
"969","Ed Hickox","DEN02",6,87,180,1503,8.35,14.5,6.15
"970","Ed Hickox","DET05",5,48,180,1503,8.35,9.6,1.25
"971","Ed Hickox","HOU03",4,32,180,1503,8.35,8,-0.35
"972","Ed Hickox","KAN06",4,30,180,1503,8.35,7.5,-0.85
"973","Ed Hickox","LOS03",4,28,180,1503,8.35,7,-1.35
"974","Ed Hickox","MIA01",2,13,180,1503,8.35,6.5,-1.85
"975","Ed Hickox","MIA02",3,14,180,1503,8.35,4.67,-3.68
"976","Ed Hickox","MIL06",6,55,180,1503,8.35,9.17,0.82
"977","Ed Hickox","MIN04",5,52,180,1503,8.35,10.4,2.05
"978","Ed Hickox","NYC20",3,26,180,1503,8.35,8.67,0.32
"979","Ed Hickox","NYC21",6,44,180,1503,8.35,7.33,-1.02
"980","Ed Hickox","OAK01",11,81,180,1503,8.35,7.36,-0.989999999999999
"981","Ed Hickox","PHI13",4,23,180,1503,8.35,5.75,-2.6
"982","Ed Hickox","PHO01",4,38,180,1503,8.35,9.5,1.15
"983","Ed Hickox","PIT08",5,29,180,1503,8.35,5.8,-2.55
"984","Ed Hickox","SAN02",8,61,180,1503,8.35,7.62,-0.73
"985","Ed Hickox","SEA03",6,44,180,1503,8.35,7.33,-1.02
"986","Ed Hickox","SFO03",9,60,180,1503,8.35,6.67,-1.68
"987","Ed Hickox","STL10",9,53,180,1503,8.35,5.89,-2.46
"988","Ed Hickox","STP01",11,74,180,1503,8.35,6.73,-1.62
"989","Ed Hickox","TOR02",6,82,180,1503,8.35,13.67,5.32
"990","Ed Hickox","WAS11",8,52,180,1503,8.35,6.5,-1.85
"991","Ed Rapuano","ANA01",2,15,79,722,9.14,7.5,-1.64
"992","Ed Rapuano","ARL02",5,48,79,722,9.14,9.6,0.459999999999999
"993","Ed Rapuano","ATL02",1,5,79,722,9.14,5,-4.14
"994","Ed Rapuano","BAL12",3,24,79,722,9.14,8,-1.14
"995","Ed Rapuano","BOS07",3,31,79,722,9.14,10.33,1.19
"996","Ed Rapuano","CHI11",2,26,79,722,9.14,13,3.86
"997","Ed Rapuano","CHI12",4,41,79,722,9.14,10.25,1.11
"998","Ed Rapuano","CIN09",1,13,79,722,9.14,13,3.86
"999","Ed Rapuano","CLE08",1,6,79,722,9.14,6,-3.14
"1000","Ed Rapuano","DEN02",3,35,79,722,9.14,11.67,2.53
"1001","Ed Rapuano","DET05",3,37,79,722,9.14,12.33,3.19
"1002","Ed Rapuano","HOU03",1,18,79,722,9.14,18,8.86
"1003","Ed Rapuano","KAN06",2,30,79,722,9.14,15,5.86
"1004","Ed Rapuano","LOS03",1,10,79,722,9.14,10,0.859999999999999
"1005","Ed Rapuano","MIA01",3,19,79,722,9.14,6.33,-2.81
"1006","Ed Rapuano","MIA02",1,5,79,722,9.14,5,-4.14
"1007","Ed Rapuano","MIL06",2,13,79,722,9.14,6.5,-2.64
"1008","Ed Rapuano","MIN04",4,49,79,722,9.14,12.25,3.11
"1009","Ed Rapuano","NYC20",4,27,79,722,9.14,6.75,-2.39
"1010","Ed Rapuano","NYC21",3,27,79,722,9.14,9,-0.140000000000001
"1011","Ed Rapuano","OAK01",2,28,79,722,9.14,14,4.86
"1012","Ed Rapuano","PHI13",2,19,79,722,9.14,9.5,0.359999999999999
"1013","Ed Rapuano","PHO01",3,29,79,722,9.14,9.67,0.529999999999999
"1014","Ed Rapuano","PIT08",3,26,79,722,9.14,8.67,-0.470000000000001
"1015","Ed Rapuano","SAN02",2,5,79,722,9.14,2.5,-6.64
"1016","Ed Rapuano","SEA03",3,27,79,722,9.14,9,-0.140000000000001
"1017","Ed Rapuano","SFO03",5,28,79,722,9.14,5.6,-3.54
"1018","Ed Rapuano","STL10",3,30,79,722,9.14,10,0.859999999999999
"1019","Ed Rapuano","STP01",3,20,79,722,9.14,6.67,-2.47
"1020","Ed Rapuano","TOR02",1,9,79,722,9.14,9,-0.140000000000001
"1021","Ed Rapuano","WAS11",3,22,79,722,9.14,7.33,-1.81
"1022","Eric Cooper","ANA01",3,16,191,1684,8.82,5.33,-3.49
"1023","Eric Cooper","ARL02",12,140,191,1684,8.82,11.67,2.85
"1024","Eric Cooper","ATL02",6,47,191,1684,8.82,7.83,-0.99
"1025","Eric Cooper","BAL12",8,64,191,1684,8.82,8,-0.82
"1026","Eric Cooper","BOS07",7,45,191,1684,8.82,6.43,-2.39
"1027","Eric Cooper","CHI11",5,40,191,1684,8.82,8,-0.82
"1028","Eric Cooper","CHI12",8,67,191,1684,8.82,8.38,-0.44
"1029","Eric Cooper","CIN09",6,47,191,1684,8.82,7.83,-0.99
"1030","Eric Cooper","CLE08",12,106,191,1684,8.82,8.83,0.00999999999999979
"1031","Eric Cooper","DEN02",7,71,191,1684,8.82,10.14,1.32
"1032","Eric Cooper","DET05",9,116,191,1684,8.82,12.89,4.07
"1033","Eric Cooper","HOU03",5,49,191,1684,8.82,9.8,0.98
"1034","Eric Cooper","KAN06",7,55,191,1684,8.82,7.86,-0.96
"1035","Eric Cooper","LOS03",6,60,191,1684,8.82,10,1.18
"1036","Eric Cooper","MIA01",2,15,191,1684,8.82,7.5,-1.32
"1037","Eric Cooper","MIA02",3,17,191,1684,8.82,5.67,-3.15
"1038","Eric Cooper","MIL06",4,39,191,1684,8.82,9.75,0.93
"1039","Eric Cooper","MIN04",8,83,191,1684,8.82,10.38,1.56
"1040","Eric Cooper","NYC20",7,54,191,1684,8.82,7.71,-1.11
"1041","Eric Cooper","NYC21",9,86,191,1684,8.82,9.56,0.74
"1042","Eric Cooper","OAK01",5,35,191,1684,8.82,7,-1.82
"1043","Eric Cooper","PHI13",6,53,191,1684,8.82,8.83,0.00999999999999979
"1044","Eric Cooper","PHO01",7,69,191,1684,8.82,9.86,1.04
"1045","Eric Cooper","PIT08",6,46,191,1684,8.82,7.67,-1.15
"1046","Eric Cooper","SAN02",4,25,191,1684,8.82,6.25,-2.57
"1047","Eric Cooper","SEA03",4,24,191,1684,8.82,6,-2.82
"1048","Eric Cooper","SFO03",6,38,191,1684,8.82,6.33,-2.49
"1049","Eric Cooper","STL10",5,56,191,1684,8.82,11.2,2.38
"1050","Eric Cooper","STP01",7,64,191,1684,8.82,9.14,0.32
"1051","Eric Cooper","TOR02",3,34,191,1684,8.82,11.33,2.51
"1052","Eric Cooper","WAS11",4,23,191,1684,8.82,5.75,-3.07
"1053","Fieldin Culbreth","ANA01",3,18,193,1532,7.94,6,-1.94
"1054","Fieldin Culbreth","ARL02",5,31,193,1532,7.94,6.2,-1.74
"1055","Fieldin Culbreth","ATL02",8,64,193,1532,7.94,8,0.0599999999999996
"1056","Fieldin Culbreth","BAL12",6,45,193,1532,7.94,7.5,-0.44
"1057","Fieldin Culbreth","BOS07",2,16,193,1532,7.94,8,0.0599999999999996
"1058","Fieldin Culbreth","CHI11",9,83,193,1532,7.94,9.22,1.28
"1059","Fieldin Culbreth","CHI12",6,50,193,1532,7.94,8.33,0.39
"1060","Fieldin Culbreth","CIN09",7,76,193,1532,7.94,10.86,2.92
"1061","Fieldin Culbreth","CLE08",7,61,193,1532,7.94,8.71,0.77
"1062","Fieldin Culbreth","DEN02",8,74,193,1532,7.94,9.25,1.31
"1063","Fieldin Culbreth","DET05",5,49,193,1532,7.94,9.8,1.86
"1064","Fieldin Culbreth","HOU03",6,44,193,1532,7.94,7.33,-0.61
"1065","Fieldin Culbreth","KAN06",9,74,193,1532,7.94,8.22,0.28
"1066","Fieldin Culbreth","LOS03",4,35,193,1532,7.94,8.75,0.81
"1067","Fieldin Culbreth","MIA01",2,18,193,1532,7.94,9,1.06
"1068","Fieldin Culbreth","MIA02",4,25,193,1532,7.94,6.25,-1.69
"1069","Fieldin Culbreth","MIL06",2,24,193,1532,7.94,12,4.06
"1070","Fieldin Culbreth","MIN04",7,71,193,1532,7.94,10.14,2.2
"1071","Fieldin Culbreth","NYC20",12,80,193,1532,7.94,6.67,-1.27
"1072","Fieldin Culbreth","NYC21",7,86,193,1532,7.94,12.29,4.35
"1073","Fieldin Culbreth","OAK01",9,74,193,1532,7.94,8.22,0.28
"1074","Fieldin Culbreth","PHI13",4,30,193,1532,7.94,7.5,-0.44
"1075","Fieldin Culbreth","PHO01",4,35,193,1532,7.94,8.75,0.81
"1076","Fieldin Culbreth","PIT08",11,73,193,1532,7.94,6.64,-1.3
"1077","Fieldin Culbreth","SAN02",5,22,193,1532,7.94,4.4,-3.54
"1078","Fieldin Culbreth","SEA03",4,20,193,1532,7.94,5,-2.94
"1079","Fieldin Culbreth","SFO03",11,79,193,1532,7.94,7.18,-0.760000000000001
"1080","Fieldin Culbreth","STL10",7,52,193,1532,7.94,7.43,-0.510000000000001
"1081","Fieldin Culbreth","STP01",5,28,193,1532,7.94,5.6,-2.34
"1082","Fieldin Culbreth","TOR02",7,45,193,1532,7.94,6.43,-1.51
"1083","Fieldin Culbreth","WAS11",7,50,193,1532,7.94,7.14,-0.800000000000001
"1084","Gabe Morales","ANA01",3,22,64,611,9.55,7.33,-2.22
"1085","Gabe Morales","ARL02",5,61,64,611,9.55,12.2,2.65
"1086","Gabe Morales","ATL02",2,18,64,611,9.55,9,-0.550000000000001
"1087","Gabe Morales","BAL12",4,57,64,611,9.55,14.25,4.7
"1088","Gabe Morales","BOS07",1,9,64,611,9.55,9,-0.550000000000001
"1089","Gabe Morales","CHI11",1,9,64,611,9.55,9,-0.550000000000001
"1090","Gabe Morales","CHI12",1,9,64,611,9.55,9,-0.550000000000001
"1091","Gabe Morales","CIN09",1,7,64,611,9.55,7,-2.55
"1092","Gabe Morales","CLE08",3,33,64,611,9.55,11,1.45
"1093","Gabe Morales","DEN02",2,18,64,611,9.55,9,-0.550000000000001
"1094","Gabe Morales","HOU03",1,3,64,611,9.55,3,-6.55
"1095","Gabe Morales","KAN06",1,13,64,611,9.55,13,3.45
"1096","Gabe Morales","LOS03",2,17,64,611,9.55,8.5,-1.05
"1097","Gabe Morales","MIA02",2,22,64,611,9.55,11,1.45
"1098","Gabe Morales","MIN04",1,8,64,611,9.55,8,-1.55
"1099","Gabe Morales","NYC20",1,5,64,611,9.55,5,-4.55
"1100","Gabe Morales","NYC21",3,16,64,611,9.55,5.33,-4.22
"1101","Gabe Morales","OAK01",4,48,64,611,9.55,12,2.45
"1102","Gabe Morales","PHI13",1,14,64,611,9.55,14,4.45
"1103","Gabe Morales","PHO01",2,20,64,611,9.55,10,0.449999999999999
"1104","Gabe Morales","PIT08",5,39,64,611,9.55,7.8,-1.75
"1105","Gabe Morales","SAN02",1,4,64,611,9.55,4,-5.55
"1106","Gabe Morales","SEA03",2,20,64,611,9.55,10,0.449999999999999
"1107","Gabe Morales","SFO03",4,34,64,611,9.55,8.5,-1.05
"1108","Gabe Morales","STL10",3,30,64,611,9.55,10,0.449999999999999
"1109","Gabe Morales","STP01",2,15,64,611,9.55,7.5,-2.05
"1110","Gabe Morales","TOR02",3,32,64,611,9.55,10.67,1.12
"1111","Gabe Morales","WAS11",3,28,64,611,9.55,9.33,-0.220000000000001
"1112","Gary Cederstrom","ANA01",2,12,190,1562,8.22,6,-2.22
"1113","Gary Cederstrom","ARL02",4,40,190,1562,8.22,10,1.78
"1114","Gary Cederstrom","ATL02",7,61,190,1562,8.22,8.71,0.49
"1115","Gary Cederstrom","BAL12",9,83,190,1562,8.22,9.22,1
"1116","Gary Cederstrom","BOS07",5,48,190,1562,8.22,9.6,1.38
"1117","Gary Cederstrom","CHI11",5,45,190,1562,8.22,9,0.779999999999999
"1118","Gary Cederstrom","CHI12",5,34,190,1562,8.22,6.8,-1.42
"1119","Gary Cederstrom","CIN09",7,49,190,1562,8.22,7,-1.22
"1120","Gary Cederstrom","CLE08",6,49,190,1562,8.22,8.17,-0.0500000000000007
"1121","Gary Cederstrom","DEN02",7,96,190,1562,8.22,13.71,5.49
"1122","Gary Cederstrom","DET05",6,41,190,1562,8.22,6.83,-1.39
"1123","Gary Cederstrom","HOU03",6,50,190,1562,8.22,8.33,0.109999999999999
"1124","Gary Cederstrom","KAN06",9,76,190,1562,8.22,8.44,0.219999999999999
"1125","Gary Cederstrom","LOS03",8,54,190,1562,8.22,6.75,-1.47
"1126","Gary Cederstrom","MIA01",3,21,190,1562,8.22,7,-1.22
"1127","Gary Cederstrom","MIA02",3,22,190,1562,8.22,7.33,-0.890000000000001
"1128","Gary Cederstrom","MIL06",5,33,190,1562,8.22,6.6,-1.62
"1129","Gary Cederstrom","MIN04",6,56,190,1562,8.22,9.33,1.11
"1130","Gary Cederstrom","NYC20",6,55,190,1562,8.22,9.17,0.949999999999999
"1131","Gary Cederstrom","NYC21",9,84,190,1562,8.22,9.33,1.11
"1132","Gary Cederstrom","OAK01",7,67,190,1562,8.22,9.57,1.35
"1133","Gary Cederstrom","PHI13",7,56,190,1562,8.22,8,-0.220000000000001
"1134","Gary Cederstrom","PHO01",8,74,190,1562,8.22,9.25,1.03
"1135","Gary Cederstrom","PIT08",5,52,190,1562,8.22,10.4,2.18
"1136","Gary Cederstrom","SAN02",4,32,190,1562,8.22,8,-0.220000000000001
"1137","Gary Cederstrom","SEA03",8,49,190,1562,8.22,6.12,-2.1
"1138","Gary Cederstrom","SFO03",7,41,190,1562,8.22,5.86,-2.36
"1139","Gary Cederstrom","STL10",7,38,190,1562,8.22,5.43,-2.79
"1140","Gary Cederstrom","STP01",10,77,190,1562,8.22,7.7,-0.52
"1141","Gary Cederstrom","TOR02",5,43,190,1562,8.22,8.6,0.379999999999999
"1142","Gary Cederstrom","WAS11",4,24,190,1562,8.22,6,-2.22
"1143","Gary Darling","ANA01",3,27,138,1192,8.64,9,0.359999999999999
"1144","Gary Darling","ARL02",2,19,138,1192,8.64,9.5,0.859999999999999
"1145","Gary Darling","ATL02",5,21,138,1192,8.64,4.2,-4.44
"1146","Gary Darling","BAL12",4,37,138,1192,8.64,9.25,0.609999999999999
"1147","Gary Darling","BOS07",4,42,138,1192,8.64,10.5,1.86
"1148","Gary Darling","CHI11",5,40,138,1192,8.64,8,-0.640000000000001
"1149","Gary Darling","CHI12",6,50,138,1192,8.64,8.33,-0.31
"1150","Gary Darling","CIN09",4,30,138,1192,8.64,7.5,-1.14
"1151","Gary Darling","CLE08",4,32,138,1192,8.64,8,-0.640000000000001
"1152","Gary Darling","DEN02",6,84,138,1192,8.64,14,5.36
"1153","Gary Darling","DET05",4,59,138,1192,8.64,14.75,6.11
"1154","Gary Darling","HOU03",7,78,138,1192,8.64,11.14,2.5
"1155","Gary Darling","KAN06",3,44,138,1192,8.64,14.67,6.03
"1156","Gary Darling","LOS03",5,44,138,1192,8.64,8.8,0.16
"1157","Gary Darling","MIA01",1,3,138,1192,8.64,3,-5.64
"1158","Gary Darling","MIA02",2,10,138,1192,8.64,5,-3.64
"1159","Gary Darling","MIL06",6,51,138,1192,8.64,8.5,-0.140000000000001
"1160","Gary Darling","MIN04",8,85,138,1192,8.64,10.62,1.98
"1161","Gary Darling","NYC20",4,23,138,1192,8.64,5.75,-2.89
"1162","Gary Darling","NYC21",4,30,138,1192,8.64,7.5,-1.14
"1163","Gary Darling","OAK01",5,32,138,1192,8.64,6.4,-2.24
"1164","Gary Darling","PHI13",5,40,138,1192,8.64,8,-0.640000000000001
"1165","Gary Darling","PHO01",7,70,138,1192,8.64,10,1.36
"1166","Gary Darling","PIT08",1,7,138,1192,8.64,7,-1.64
"1167","Gary Darling","SAN02",4,33,138,1192,8.64,8.25,-0.390000000000001
"1168","Gary Darling","SEA03",4,19,138,1192,8.64,4.75,-3.89
"1169","Gary Darling","SFO03",2,10,138,1192,8.64,5,-3.64
"1170","Gary Darling","STL10",6,39,138,1192,8.64,6.5,-2.14
"1171","Gary Darling","STP01",6,36,138,1192,8.64,6,-2.64
"1172","Gary Darling","TOR02",8,72,138,1192,8.64,9,0.359999999999999
"1173","Gary Darling","WAS11",3,25,138,1192,8.64,8.33,-0.31
"1174","Gerry Davis","ANA01",14,107,188,1588,8.45,7.64,-0.81
"1175","Gerry Davis","ARL02",6,40,188,1588,8.45,6.67,-1.78
